size,time
3225,0.0106613
3226,0.012934
3227,0.0110713
3228,0.0104095
3229,0.0089612
3230,0.0106732
3231,0.0096657
3232,0.0107545
3233,0.0101017
3234,0.0095257
3235,0.0087096
3236,0.0124293
3237,0.0096878
3238,0.0151631
3239,0.0156176
3240,0.0120046
3241,0.012694
3242,0.0086584
3243,0.0093679
3244,0.0107529
3245,0.0126008
3246,0.0121881
3247,0.015259
3248,0.0135128
3249,0.0131463
3250,0.0106231
3251,0.0090263
3252,0.0100915
3253,0.0130662
3254,0.0091643
3255,0.0126072
3256,0.0122235
3257,0.0125854
3258,0.010075
3259,0.0132219
3260,0.0108357
3261,0.0127468
3262,0.0092013
3263,0.009274
3264,0.0124203
3265,0.0097183
3266,0.0098118
3267,0.0097942
3268,0.0124248
3269,0.0118302
3270,0.0100435
3271,0.0105027
3272,0.0135418
3273,0.0114071
3274,0.0124801
3275,0.0102906
3276,0.0121197
3277,0.0116158
3278,0.010052
3279,0.0110397
3280,0.0127387
3281,0.0090298
3282,0.009489
3283,0.0108519
3284,0.0157296
3285,0.015814
3286,0.0134024
3287,0.0093732
3288,0.010027
3289,0.0143414
3290,0.0096965
3291,0.0110516
3292,0.0093703
3293,0.0090278
3294,0.0093991
3295,0.0098938
3296,0.0102222
3297,0.0089962
3298,0.0109067
3299,0.0104468
3300,0.0121722
3301,0.0101943
3302,0.0097557
3303,0.0097083
3304,0.0102813
3305,0.0100344
3306,0.0106188
3307,0.0125518
3308,0.0105755
3309,0.0156315
3310,0.0130214
3311,0.014293
3312,0.0135475
3313,0.0133918
3314,0.0141201
3315,0.0151279
3316,0.0150087
3317,0.0121054
3318,0.010461
3319,0.013238
3320,0.0115034
3321,0.0095171
3322,0.010226
3323,0.0115421
3324,0.0118923
3325,0.0114904
3326,0.0152669
3327,0.01366
3328,0.016071
3329,0.009972
3330,0.0125851
3331,0.0140846
3332,0.0122288
3333,0.0136437
3334,0.0121363
3335,0.0114118
3336,0.0103804
3337,0.0114841
3338,0.0095815
3339,0.0106085
3340,0.0099743
3341,0.0102634
3342,0.0103712
3343,0.0094364
3344,0.010525
3345,0.0105538
3346,0.0208889
3347,0.0156583
3348,0.0129531
3349,0.0153731
3350,0.0136155
3351,0.0132172
3352,0.015624
3353,0.011182
3354,0.0136489
3355,0.0162288
3356,0.0120199
3357,0.0123142
3358,0.0113911
3359,0.010855
3360,0.0106471
3361,0.0117897
3362,0.0182284
3363,0.0110796
3364,0.0117984
3365,0.0119286
3366,0.0100495
3367,0.016107
3368,0.0130811
3369,0.0105986
3370,0.0144505
3371,0.013691
3372,0.012558
3373,0.0121564
3374,0.0111179
3375,0.0132234
3376,0.0119209
3377,0.010761
3378,0.0119415
3379,0.0119041
3380,0.012477
3381,0.0154877
3382,0.0165567
3383,0.0145099
3384,0.0124147
3385,0.0134018
3386,0.0202808
3387,0.0132563
3388,0.0181925
3389,0.0138357
3390,0.0148313
3391,0.0152833
3392,0.0129121
3393,0.0147863
3394,0.0170306
3395,0.0140387
3396,0.0151904
3397,0.016538
3398,0.0138098
3399,0.013098
3400,0.0152067
3401,0.0141346
3402,0.0157005
3403,0.0113268
3404,0.0151115
3405,0.0144024
3406,0.0171156
3407,0.0149968
3408,0.0161213
3409,0.0138896
3410,0.0150298
3411,0.0159768
3412,0.0207924
3413,0.0150433
3414,0.0162995
3415,0.0151194
3416,0.0121948
3417,0.0175475
3418,0.0124261
3419,0.0130346
3420,0.0151766
3421,0.0125918
3422,0.0161149
3423,0.0114382
3424,0.0166175
3425,0.0135676
3426,0.0128726
3427,0.0157916
3428,0.0179697
3429,0.0170732
3430,0.0131767
3431,0.0168231
3432,0.0162237
3433,0.0173646
3434,0.0127648
3435,0.0129031
3436,0.0154831
3437,0.0187451
3438,0.0187419
3439,0.0172573
3440,0.0146628
3441,0.0194016
3442,0.0162977
3443,0.020512
3444,0.0157833
3445,0.0154993
3446,0.0118125
3447,0.0181284
3448,0.0135041
3449,0.0137631
3450,0.0168935
3451,0.0143135
3452,0.0170087
3453,0.0113786
3454,0.0155668
3455,0.0134051
3456,0.0215351
3457,0.0127424
3458,0.0137195
3459,0.0139607
3460,0.015023
3461,0.0651211
3462,0.0159039
3463,0.0226021
3464,0.0170741
3465,0.0171556
3466,0.0179402
3467,0.0145439
3468,0.0154402
3469,0.0158286
3470,0.0155988
3471,0.0175717
3472,0.0155985
3473,0.0150271
3474,0.016768
3475,0.0160951
3476,0.015078
3477,0.0176823
3478,0.016675
3479,0.0134815
3480,0.0136238
3481,0.0145329
3482,0.0144367
3483,0.0149065
3484,0.0115238
3485,0.0164167
3486,0.015268
3487,0.0166335
3488,0.0141292
3489,0.0142135
3490,0.0128343
3491,0.0173829
3492,0.0157252
3493,0.0227656
3494,0.015079
3495,0.0156298
3496,0.0150294
3497,0.0172934
3498,0.0140518
3499,0.0152963
3500,0.0129877
3501,0.0157089
3502,0.0138035
3503,0.0135038
3504,0.0156613
3505,0.0237982
3506,0.025962
3507,0.0178186
3508,0.0156924
3509,0.0159426
3510,0.0159637
3511,0.0143937
3512,0.0155102
3513,0.014532
3514,0.0179484
3515,0.0157102
3516,0.0159182
3517,0.0158561
3518,0.0121973
3519,0.0178454
3520,0.016033
3521,0.0174382
3522,0.0149132
3523,0.0199982
3524,0.023647
3525,0.0186019
3526,0.0207682
3527,0.0156308
3528,0.0222248
3529,0.0182632
3530,0.0187139
3531,0.0158324
3532,0.0157343
3533,0.0156418
3534,0.0172331
3535,0.0190353
3536,0.0170197
3537,0.0167302
3538,0.0162404
3539,0.0152197
3540,0.0148577
3541,0.0181037
3542,0.0553073
3543,0.0159313
3544,0.0164901
3545,0.0170582
3546,0.0232709
3547,0.0310011
3548,0.0200917
3549,0.0210815
3550,0.01822
3551,0.0206838
3552,0.013507
3553,0.0145363
3554,0.0348458
3555,0.0156096
3556,0.0159985
3557,0.0181895
3558,0.0164238
3559,0.0562593
3560,0.0143191
3561,0.0175315
3562,0.0174226
3563,0.0237522
3564,0.0171372
3565,0.0148855
3566,0.0191154
3567,0.0176649
3568,0.0128106
3569,0.0155922
3570,0.0121209
3571,0.0121251
3572,0.0129153
3573,0.0171198
3574,0.0134381
3575,0.0170223
3576,0.0345224
3577,0.0119429
3578,0.0183477
3579,0.013974
3580,0.0149321
3581,0.022516
3582,0.0172564
3583,0.0196603
3584,0.0152694
3585,0.018774
3586,0.0163735
3587,0.0150418
3588,0.0165454
3589,0.0190203
3590,0.0283392
3591,0.116059
3592,0.0170395
3593,0.022522
3594,0.0230117
3595,0.0204564
3596,0.0233413
3597,0.0155244
3598,0.0156379
3599,0.0158085
3600,0.0167068
3601,0.0165333
3602,0.0168705
3603,0.014597
3604,0.0162551
3605,0.0152872
3606,0.0167691
3607,0.0187455
3608,0.0131679
3609,0.0159328
3610,0.0153764
3611,0.0128741
3612,0.0153297
3613,0.0141688
3614,0.0142749
3615,0.0155803
3616,0.0137218
3617,0.0123915
3618,0.0144598
3619,0.0133281
3620,0.013809
3621,0.015763
3622,0.0218172
3623,0.0164961
3624,0.0185248
3625,0.0144822
3626,0.0166693
3627,0.0149095
3628,0.0134132
3629,0.0133746
3630,0.013347
3631,0.01417
3632,0.0136359
3633,0.0127813
3634,0.0132453
3635,0.0148646
3636,0.0131773
3637,0.0127652
3638,0.0121689
3639,0.0235553
3640,0.0308938
3641,0.0125026
3642,0.0132085
3643,0.0132789
3644,0.0132358
3645,0.015086
3646,0.0143967
3647,0.013151
3648,0.0132545
3649,0.053424
3650,0.015155
3651,0.0132996
3652,0.0144269
3653,0.0165868
3654,0.0138464
3655,0.0179802
3656,0.0142122
3657,0.0130726
3658,0.012802
3659,0.0177738
3660,0.0136933
3661,0.0135175
3662,0.0129534
3663,0.0132493
3664,0.0251893
3665,0.0150246
3666,0.0139754
3667,0.0121688
3668,0.0128522
3669,0.0153987
3670,0.0168418
3671,0.0147571
3672,0.0127546
3673,0.0148206
3674,0.0130783
3675,0.0131557
3676,0.0124204
3677,0.0140943
3678,0.0154942
3679,0.016148
3680,0.0135759
3681,0.0119858
3682,0.0135401
3683,0.0145357
3684,0.0131791
3685,0.013333
3686,0.0161816
3687,0.0129824
3688,0.0129728
3689,0.0121821
3690,0.0125133
3691,0.0136966
3692,0.016702
3693,0.0143187
3694,0.0146591
3695,0.0179016
3696,0.0128359
3697,0.0121257
3698,0.0123875
3699,0.0120349
3700,0.012497
3701,0.0141012
3702,0.0152709
3703,0.012327
3704,0.0138076
3705,0.0158681
3706,0.0151153
3707,0.0149284
3708,0.0223378
3709,0.014691
3710,0.0136527
3711,0.0147584
3712,0.0136212
3713,0.0149694
3714,0.0186005
3715,0.0121008
3716,0.0123316
3717,0.0156479
3718,0.0145654
3719,0.0150183
3720,0.0164934
3721,0.0151789
3722,0.0148508
3723,0.0135203
3724,0.0154736
3725,0.0171145
3726,0.0144273
3727,0.015735
3728,0.0154124
3729,0.0165204
3730,0.018641
3731,0.0160957
3732,0.0182868
3733,0.0193554
3734,0.012472
3735,0.0140056
3736,0.0131986
3737,0.015733
3738,0.0173492
3739,0.0148058
3740,0.0127163
3741,0.0129414
3742,0.0125558
3743,0.0135346
3744,0.0123671
3745,0.0140903
3746,0.0128262
3747,0.0126298
3748,0.0140214
3749,0.0131028
3750,0.0127154
3751,0.0139417
3752,0.0123114
3753,0.0132881
3754,0.0131537
3755,0.0125688
3756,0.0128694
3757,0.0137498
3758,0.0119401
3759,0.0125703
3760,0.0148402
3761,0.0131682
3762,0.0119284
3763,0.0128413
3764,0.0136784
3765,0.0150609
3766,0.0134593
3767,0.0132441
3768,0.0133798
3769,0.0123324
3770,0.0121292
3771,0.0123069
3772,0.0124822
3773,0.0120976
3774,0.0133578
3775,0.014038
3776,0.0132653
3777,0.0139041
3778,0.0120645
3779,0.0145486
3780,0.0135945
3781,0.0144434
3782,0.0137648
3783,0.0127433
3784,0.0131954
3785,0.0128121
3786,0.0153761
3787,0.0148879
3788,0.0136248
3789,0.0136215
3790,0.0133185
3791,0.0144268
3792,0.0124934
3793,0.0119482
3794,0.0150551
3795,0.0122555
3796,0.0125914
3797,0.0126416
3798,0.0143983
3799,0.0122478
3800,0.0149617
3801,0.0136675
3802,0.0118759
3803,0.0132774
3804,0.0140926
3805,0.0148218
3806,0.0177815
3807,0.0169957
3808,0.0148478
3809,0.0139233
3810,0.0144209
3811,0.0147085
3812,0.0131656
3813,0.012995
3814,0.0150669
3815,0.0128868
3816,0.012829
3817,0.012607
3818,0.0146888
3819,0.0131985
3820,0.0142319
3821,0.0151059
3822,0.0140878
3823,0.0140053
3824,0.0136212
3825,0.0142275
3826,0.0132948
3827,0.0155833
3828,0.013763
3829,0.0129939
3830,0.0139255
3831,0.015205
3832,0.0143382
3833,0.0165592
3834,0.0142502
3835,0.0148884
3836,0.0135923
3837,0.0132574
3838,0.0151051
3839,0.10166
3840,0.0139142
3841,0.0123833
3842,0.0136252
3843,0.0125996
3844,0.0161733
3845,0.0145167
3846,0.0124196
3847,0.0138199
3848,0.0146776
3849,0.0149149
3850,0.0133824
3851,0.0149851
3852,0.0135742
3853,0.0145436
3854,0.0167832
3855,0.0136487
3856,0.0158775
3857,0.0139837
3858,0.015676
3859,0.0143781
3860,0.0145465
3861,0.0135192
3862,0.0157576
3863,0.0148355
3864,0.0148548
3865,0.0164261
3866,0.0153564
3867,0.0163986
3868,0.0158576
3869,0.0150539
3870,0.0144703
3871,0.0137912
3872,0.0155098
3873,0.0151554
3874,0.0151572
3875,0.0137934
3876,0.013816
3877,0.0154925
3878,0.0139149
3879,0.014017
3880,0.0155832
3881,0.0147939
3882,0.0129349
3883,0.0141929
3884,0.0129904
3885,0.0152034
3886,0.0137659
3887,0.013036
3888,0.0140817
3889,0.0127048
3890,0.01524
3891,0.0133168
3892,0.0164527
3893,0.0139487
3894,0.0133615
3895,0.0155297
3896,0.0129471
3897,0.0130487
3898,0.0143151
3899,0.0141643
3900,0.0124242
3901,0.0124535
3902,0.0146724
3903,0.0135528
3904,0.0139487
3905,0.0126738
3906,0.0141837
3907,0.013702
3908,0.0134311
3909,0.01293
3910,0.0140495
3911,0.0133528
3912,0.0455584
3913,0.0134609
3914,0.0140103
3915,0.0125903
3916,0.0136659
3917,0.0148497
3918,0.013893
3919,0.0133063
3920,0.0143256
3921,0.0153634
3922,0.0133648
3923,0.012625
3924,0.0136109
3925,0.0137826
3926,0.0141613
3927,0.0136673
3928,0.0151687
3929,0.0149396
3930,0.0149026
3931,0.0128693
3932,0.0172175
3933,0.0159823
3934,0.0145313
3935,0.0138009
3936,0.0148472
3937,0.0149386
3938,0.0152944
3939,0.0144536
3940,0.0135386
3941,0.0145646
3942,0.0149874
3943,0.0140118
3944,0.0154071
3945,0.014504
3946,0.0152759
3947,0.0142352
3948,0.0154464
3949,0.013902
3950,0.0134612
3951,0.014443
3952,0.013159
3953,0.0146174
3954,0.0171628
3955,0.0138196
3956,0.0140069
3957,0.0148309
3958,0.0150243
3959,0.0142501
3960,0.0157096
3961,0.0153832
3962,0.0153213
3963,0.0170566
3964,0.0159026
3965,0.0149826
3966,0.0142317
3967,0.0148457
3968,0.0156016
3969,0.014274
3970,0.0143458
3971,0.0167306
3972,0.0145946
3973,0.0147549
3974,0.0138637
3975,0.0160506
3976,0.0901118
3977,0.0140929
3978,0.0150524
3979,0.0150629
3980,0.0133605
3981,0.0183562
3982,0.0137439
3983,0.0132563
3984,0.0138461
3985,0.013342
3986,0.0143485
3987,0.0156607
3988,0.0153256
3989,0.0156668
3990,0.0143087
3991,0.015848
3992,0.0167919
3993,0.0167321
3994,0.0155913
3995,0.0200859
3996,0.0355915
3997,0.0145685
3998,0.0136679
3999,0.013849
4000,0.0149924
4001,0.0146702
4002,0.0136746
4003,0.0153123
4004,0.0156737
4005,0.0150646
4006,0.0144425
4007,0.0148949
4008,0.0146854
4009,0.0164578
4010,0.0149073
4011,0.0143116
4012,0.0193062
4013,0.0202338
4014,0.0175293
4015,0.0219428
4016,0.0172323
4017,0.0132119
4018,0.0146498
4019,0.0151258
4020,0.0150528
4021,0.0141476
4022,0.0137552
4023,0.0143661
4024,0.0146828
4025,0.0138777
4026,0.0140666
4027,0.0146487
4028,0.0146015
4029,0.0134227
4030,0.0148923
4031,0.0147895
4032,0.0162112
4033,0.0152058
4034,0.0149305
4035,0.0155406
4036,0.0140204
4037,0.0154371
4038,0.0148806
4039,0.0149003
4040,0.015985
4041,0.0138463
4042,0.0157743
4043,0.0154328
4044,0.0184538
4045,0.0149792
4046,0.0889642
4047,0.0151044
4048,0.0156929
4049,0.0152191
4050,0.0137466
4051,0.0139824
4052,0.0141487
4053,0.014873
4054,0.0151358
4055,0.0150385
4056,0.0133661
4057,0.0153829
4058,0.0145865
4059,0.0168507
4060,0.0153324
4061,0.0156621
4062,0.0153112
4063,0.0199611
4064,0.0181824
4065,0.0151101
4066,0.0146626
4067,0.0164936
4068,0.015042
4069,0.0140745
4070,0.0141119
4071,0.014677
4072,0.0151143
4073,0.0149273
4074,0.0152569
4075,0.0143182
4076,0.0153758
4077,0.0140807
4078,0.0171579
4079,0.0155136
4080,0.0149847
4081,0.0146682
4082,0.0157132
4083,0.0671351
4084,0.0150751
4085,0.0274705
4086,0.0218935
4087,0.0159518
4088,0.0143893
4089,0.0173732
4090,0.0179415
4091,0.0153137
4092,0.0138285
4093,0.0140422
4094,0.029563
4095,0.0213121
4096,0.0183182
4097,0.0248737
4098,0.0180578
4099,0.0210855
4100,0.0208657
4101,0.0226858
4102,0.0222792
4103,0.0260533
4104,0.0217148
4105,0.0190678
4106,0.0179911
4107,0.0154895
4108,0.0153094
4109,0.0191993
4110,0.0578271
4111,0.021868
4112,0.0209294
4113,0.017399
4114,0.0209309
4115,0.0238298
4116,0.0204328
4117,0.0167068
4118,0.021527
4119,0.0166163
4120,0.0172746
4121,0.0151363
4122,0.0301753
4123,0.0185508
4124,0.0168067
4125,0.0208017
4126,0.0193476
4127,0.0171148
4128,0.0182853
4129,0.0140541
4130,0.0135497
4131,0.0145617
4132,0.0152414
4133,0.0141527
4134,0.0139351
4135,0.0146416
4136,0.0052394
4137,0.0043463
4138,0.0049988
4139,0.0045577
4140,0.0052165
4141,0.0046576
4142,0.0043872
4143,0.0047966
4144,0.0080398
4145,0.004012
4146,0.0043434
4147,0.0044985
4148,0.0052325
4149,0.0055935
4150,0.0046349
4151,0.0055116
4152,0.0040989
4153,0.0045099
4154,0.0062772
4155,0.0046749
4156,0.0045009
4157,0.0068035
4158,0.0049704
4159,0.006861
4160,0.0044926
4161,0.0162517
4162,0.0089383
4163,0.0059247
4164,0.0070652
4165,0.0051498
4166,0.0119098
4167,0.0053474
4168,0.0050546
4169,0.0046273
4170,0.0046978
4171,0.0053857
4172,0.0045396
4173,0.0054374
4174,0.0044282
4175,0.0052447
4176,0.0047675
4177,0.0070588
4178,0.0045528
4179,0.0051947
4180,0.004645
4181,0.0047761
4182,0.0049667
4183,0.004602
4184,0.0046319
4185,0.0046504
4186,0.0049064
4187,0.0044373
4188,0.0079783
4189,0.0060418
4190,0.0047205
4191,0.0046658
4192,0.0064624
4193,0.0061304
4194,0.0049761
4195,0.0047425
4196,0.0060683
4197,0.0063224
4198,0.0061313
4199,0.0069635
4200,0.005034
4201,0.0058041
4202,0.0047839
4203,0.005386
4204,0.0058776
4205,0.0063954
4206,0.0069221
4207,0.0073455
4208,0.0055863
4209,0.0057112
4210,0.0044803
4211,0.0050466
4212,0.0046551
4213,0.0047176
4214,0.004529
4215,0.0067336
4216,0.0055887
4217,0.0043688
4218,0.0044895
4219,0.0052184
4220,0.0045273
4221,0.0061846
4222,0.0045223
4223,0.0046011
4224,0.0049182
4225,0.0073162
4226,0.0076161
4227,0.0077952
4228,0.0060471
4229,0.0152392
4230,0.0045838
4231,0.004681
4232,0.010345
4233,0.010034
4234,0.0061227
4235,0.0047518
4236,0.0077587
4237,0.0075005
4238,0.0074442
4239,0.0108001
4240,0.0047358
4241,0.0046365
4242,0.0047832
4243,0.0050982
4244,0.0054418
4245,0.004735
4246,0.0048958
4247,0.0055556
4248,0.0047561
4249,0.0048125
4250,0.0045284
4251,0.0048043
4252,0.006749
4253,0.0048237
4254,0.0048301
4255,0.0052664
4256,0.0051034
4257,0.0060402
4258,0.004951
4259,0.0075866
4260,0.0068251
4261,0.0058129
4262,0.0051707
4263,0.0088283
4264,0.0052515
4265,0.011016
4266,0.0056911
4267,0.0075285
4268,0.0052098
4269,0.0079548
4270,0.0078384
4271,0.0119141
4272,0.0109131
4273,0.0068431
4274,0.0063927
4275,0.0066746
4276,0.0046321
4277,0.0064684
4278,0.0051958
4279,0.0061203
4280,0.0048389
4281,0.0061824
4282,0.0073998
4283,0.0045122
4284,0.0049073
4285,0.0063544
4286,0.0048893
4287,0.0065605
4288,0.0054349
4289,0.0046301
4290,0.0048637
4291,0.0047982
4292,0.0061555
4293,0.0052013
4294,0.0065643
4295,0.0049351
4296,0.0079429
4297,0.0066326
4298,0.0086848
4299,0.0064329
4300,0.0081497
4301,0.0071045
4302,0.0057403
4303,0.0060937
4304,0.0050479
4305,0.0066452
4306,0.0077882
4307,0.0061016
4308,0.0072684
4309,0.0044666
4310,0.0045685
4311,0.0053845
4312,0.0053482
4313,0.0045772
4314,0.0060279
4315,0.0050984
4316,0.0044505
4317,0.0044975
4318,0.0091783
4319,0.0100326
4320,0.0045091
4321,0.0049229
4322,0.0049581
4323,0.0050298
4324,0.0045741
4325,0.0053312
4326,0.0048581
4327,0.0054259
4328,0.0071139
4329,0.00458
4330,0.0073359
4331,0.0069264
4332,0.0072445
4333,0.0071105
4334,0.0047423
4335,0.0050561
4336,0.0048302
4337,0.0055412
4338,0.0049976
4339,0.0058912
4340,0.0068925
4341,0.0046735
4342,0.0046756
4343,0.0055314
4344,0.0083814
4345,0.0063683
4346,0.0058804
4347,0.0078207
4348,0.004718
4349,0.0047758
4350,0.0059455
4351,0.0049961
4352,0.0052061
4353,0.0082457
4354,0.0120405
4355,0.0090064
4356,0.0065761
4357,0.0070547
4358,0.0049658
4359,0.0064854
4360,0.0079697
4361,0.0052252
4362,0.0059481
4363,0.0064902
4364,0.0055983
4365,0.008236
4366,0.0059871
4367,0.0072236
4368,0.0092104
4369,0.0064688
4370,0.0071598
4371,0.0073175
4372,0.0048255
4373,0.0064571
4374,0.0089926
4375,0.0048341
4376,0.01543
4377,0.0072134
4378,0.0052892
4379,0.0052294
4380,0.0074652
4381,0.0052133
4382,0.0054099
4383,0.0052134
4384,0.0074277
4385,0.0051495
4386,0.0071158
4387,0.0076304
4388,0.0067311
4389,0.0055878
4390,0.0050121
4391,0.0048291
4392,0.005513
4393,0.0051841
4394,0.0054437
4395,0.0100367
4396,0.00574
4397,0.0060687
4398,0.0053598
4399,0.0059599
4400,0.005335
4401,0.0062328
4402,0.005215
4403,0.0048833
4404,0.0088869
4405,0.011839
4406,0.0133578
4407,0.0199612
4408,0.0134969
4409,0.0087462
4410,0.0071971
4411,0.0069917
4412,0.0050989
4413,0.0057962
4414,0.0052394
4415,0.0064386
4416,0.0053207
4417,0.005142
4418,0.0069686
4419,0.0051131
4420,0.0094339
4421,0.0056989
4422,0.0068306
4423,0.009286
4424,0.0111295
4425,0.0111381
4426,0.0098058
4427,0.006678
4428,0.0096132
4429,0.0082053
4430,0.0090456
4431,0.0085352
4432,0.0096048
4433,0.0145118
4434,0.0108513
4435,0.0110563
4436,0.0085744
4437,0.0134169
4438,0.0132898
4439,0.0119765
4440,0.0111214
4441,0.0127785
4442,0.009603
4443,0.0105197
4444,0.010153
4445,0.0086743
4446,0.0091582
4447,0.0085465
4448,0.0078391
4449,0.0056597
4450,0.006569
4451,0.0071986
4452,0.0069905
4453,0.0100857
4454,0.0085907
4455,0.0131342
4456,0.0115411
4457,0.0083428
4458,0.0088469
4459,0.0106189
4460,0.0095106
4461,0.0110745
4462,0.0075352
4463,0.0098359
4464,0.0091914
4465,0.011012
4466,0.0115416
4467,0.0087265
4468,0.0094113
4469,0.0092109
4470,0.0073729
4471,0.0140243
4472,0.0151147
4473,0.0155846
4474,0.0114567
4475,0.0093214
4476,0.0079858
4477,0.0073008
4478,0.0119228
4479,0.0130544
4480,0.0104405
4481,0.0098587
4482,0.0093551
4483,0.0066339
4484,0.0100544
4485,0.0093313
4486,0.0054042
4487,0.0062216
4488,0.0078257
4489,0.0072963
4490,0.0130819
4491,0.0114009
4492,0.009155
4493,0.0272776
4494,0.0138056
4495,0.0080787
4496,0.0091771
4497,0.0108529
4498,0.0105521
4499,0.0086931
4500,0.0126374
4501,0.0104708
4502,0.0063126
4503,0.0058397
4504,0.0069544
4505,0.0072989
4506,0.0068918
4507,0.0107218
4508,0.0080849
4509,0.007517
4510,0.006258
4511,0.0077349
4512,0.0077161
4513,0.0061826
4514,0.0119539
4515,0.0125241
4516,0.0129396
4517,0.0060018
4518,0.0069102
4519,0.0098168
4520,0.0099196
4521,0.0062199
4522,0.0052917
4523,0.0061409
4524,0.0073853
4525,0.0095704
4526,0.0159797
4527,0.0118778
4528,0.0143195
4529,0.0107252
4530,0.0095579
4531,0.0116103
4532,0.0078572
4533,0.0079353
4534,0.008878
4535,0.0117757
4536,0.0100743
4537,0.0064649
4538,0.0072257
4539,0.0086897
4540,0.0092539
4541,0.0070509
4542,0.0077861
4543,0.006671
4544,0.0083661
4545,0.0090731
4546,0.010164
4547,0.0099574
4548,0.0110243
4549,0.0127105
4550,0.0107253
4551,0.0078882
4552,0.0090237
4553,0.0083271
4554,0.0078415
4555,0.0074287
4556,0.0070858
4557,0.0053495
4558,0.0066283
4559,0.01333
4560,0.0096944
4561,0.0108466
4562,0.0112718
4563,0.007577
4564,0.0073599
4565,0.010213
4566,0.0114667
4567,0.0072119
4568,0.0060448
4569,0.0107405
4570,0.0125964
4571,0.0115495
4572,0.0113097
4573,0.0129396
4574,0.0102262
4575,0.0128077
4576,0.0094648
4577,0.019996
4578,0.0065823
4579,0.0073029
4580,0.0131316
4581,0.0080943
4582,0.0078031
4583,0.0057344
4584,0.0079603
4585,0.0073206
4586,0.0104362
4587,0.0108615
4588,0.012862
4589,0.009846
4590,0.0098558
4591,0.0099417
4592,0.0117264
4593,0.0084271
4594,0.0094467
4595,0.0104232
4596,0.0088141
4597,0.0089553
4598,0.0097947
4599,0.0071792
4600,0.0073461
4601,0.0053214
4602,0.0052311
4603,0.0084339
4604,0.0079128
4605,0.0089455
4606,0.0099018
4607,0.0097474
4608,0.0081609
4609,0.0122483
4610,0.0104691
4611,0.0097784
4612,0.0099593
4613,0.0118221
4614,0.0129408
4615,0.0084908
4616,0.0115364
4617,0.0126738
4618,0.0109897
4619,0.0127467
4620,0.0118016
4621,0.0096604
4622,0.0127531
4623,0.0068873
4624,0.0102293
4625,0.0112625
4626,0.0105378
4627,0.0090918
4628,0.0085312
4629,0.010249
4630,0.0095524
4631,0.0111045
4632,0.0077781
4633,0.0105515
4634,0.0075706
4635,0.008821
4636,0.0117866
4637,0.0131953
4638,0.0118653
4639,0.0116934
4640,0.0099835
4641,0.0146
4642,0.0121923
4643,0.0063853
4644,0.0160807
4645,0.0072023
4646,0.0084656
4647,0.0089638
4648,0.0084318
4649,0.0115709
4650,0.011557
4651,0.0138712
4652,0.0088795
4653,0.008868
4654,0.0114815
4655,0.0074733
4656,0.0093098
4657,0.011718
4658,0.0115811
4659,0.0093138
4660,0.0083505
4661,0.0102793
4662,0.0093758
4663,0.0070757
4664,0.0061391
4665,0.0067186
4666,0.0058231
4667,0.0075164
4668,0.0095139
4669,0.0111397
4670,0.0124185
4671,0.0102591
4672,0.0113859
4673,0.0127621
4674,0.0137112
4675,0.0098227
4676,0.0076943
4677,0.0060677
4678,0.0119119
4679,0.0098748
4680,0.0122632
4681,0.0059514
4682,0.0076276
4683,0.0104772
4684,0.0113188
4685,0.0088341
4686,0.0098247
4687,0.0107577
4688,0.00993
4689,0.0075769
4690,0.0070683
4691,0.0056048
4692,0.012262
4693,0.0125217
4694,0.0125617
4695,0.0124268
4696,0.0122578
4697,0.008892
4698,0.0084892
4699,0.0075508
4700,0.0057999
4701,0.0091713
4702,0.0079583
4703,0.0070467
4704,0.0122695
4705,0.0128706
4706,0.00853
4707,0.0067759
4708,0.0073439
4709,0.0063123
4710,0.0154669
4711,0.0123399
4712,0.0157733
4713,0.0149469
4714,0.0100051
4715,0.0108291
4716,0.0107504
4717,0.0126007
4718,0.0125747
4719,0.0131183
4720,0.0083436
4721,0.0205882
4722,0.0078797
4723,0.0063843
4724,0.0079592
4725,0.0073842
4726,0.0095748
4727,0.0064433
4728,0.0082307
4729,0.0096506
4730,0.0102561
4731,0.011065
4732,0.0087375
4733,0.0106025
4734,0.0102093
4735,0.0102224
4736,0.0111273
4737,0.0108644
4738,0.0094502
4739,0.0110712
4740,0.0123316
4741,0.0128026
4742,0.0108271
4743,0.0112479
4744,0.012398
4745,0.0130762
4746,0.013157
4747,0.0126774
4748,0.0133281
4749,0.0102806
4750,0.013198
4751,0.0113831
4752,0.0088148
4753,0.0069812
4754,0.0078244
4755,0.0120025
4756,0.0121236
4757,0.0061834
4758,0.0103205
4759,0.0096578
4760,0.00803
4761,0.0095403
4762,0.0067101
4763,0.0076781
4764,0.0080703
4765,0.0096824
4766,0.0115476
4767,0.0114397
4768,0.0122388
4769,0.0108719
4770,0.0105427
4771,0.015896
4772,0.0112001
4773,0.0122382
4774,0.0091412
4775,0.012513
4776,0.0074271
4777,0.0087113
4778,0.0084571
4779,0.0084752
4780,0.0092468
4781,0.0101229
4782,0.0062665
4783,0.0101104
4784,0.0081579
4785,0.0085001
4786,0.0079509
4787,0.0059381
4788,0.0081418
4789,0.0093639
4790,0.0102919
4791,0.0067576
4792,0.0077942
4793,0.0078673
4794,0.0105374
4795,0.0153717
4796,0.0123455
